# x y u v p
0.000000e+00 8.750000e-01 0.000000e+00 0.000000e+00 -2.537602e+00
1.375000e-01 9.875000e-01 4.689816e+00 1.734503e-01 -2.211062e-01
1.375000e-01 1.000000e+00 1.000000e+01 0.000000e+00 -1.970280e-01
1.250000e-01 9.750000e-01 1.372628e+00 4.216052e-01 -6.453737e-01
1.125000e-01 9.625000e-01 -1.675003e-01 6.464505e-01 -1.114659e+00
1.000000e-01 9.500000e-01 -6.969345e-01 8.204765e-01 -1.527503e+00
8.750000e-02 9.375000e-01 -7.639796e-01 9.117873e-01 -1.886416e+00
7.500000e-02 9.250000e-01 -6.325754e-01 9.209769e-01 -2.167116e+00
6.250000e-02 9.125000e-01 -4.399881e-01 8.420541e-01 -2.355809e+00
5.000000e-02 9.000000e-01 -2.580035e-01 6.899002e-01 -2.460730e+00
3.750000e-02 8.875000e-01 -1.208114e-01 4.945393e-01 -2.511878e+00
2.500000e-02 8.750000e-01 -4.089098e-02 2.929761e-01 -2.538827e+00
1.250000e-02 8.625000e-01 -7.068020e-03 1.214703e-01 -2.568524e+00
0.000000e+00 8.625000e-01 0.000000e+00 0.000000e+00 -2.569173e+00
1.500000e-01 9.875000e-01 4.880092e+00 1.597911e-01 5.707029e-02
1.500000e-01 1.000000e+00 1.000000e+01 0.000000e+00 7.858440e-02
1.375000e-01 9.750000e-01 1.595443e+00 3.938004e-01 -3.233278e-01
1.250000e-01 9.625000e-01 1.179540e-02 6.174283e-01 -7.701738e-01
1.125000e-01 9.500000e-01 -5.742332e-01 8.029671e-01 -1.195440e+00
1.000000e-01 9.375000e-01 -6.929165e-01 9.184918e-01 -1.594574e+00
8.750000e-02 9.250000e-01 -6.084769e-01 9.616524e-01 -1.937586e+00
7.500000e-02 9.125000e-01 -4.537276e-01 9.252872e-01 -2.201169e+00
6.250000e-02 9.000000e-01 -2.915756e-01 8.162647e-01 -2.375067e+00
5.000000e-02 8.875000e-01 -1.565063e-01 6.523435e-01 -2.475784e+00
3.750000e-02 8.750000e-01 -6.455817e-02 4.617926e-01 -2.530914e+00
2.500000e-02 8.625000e-01 -1.690328e-02 2.748012e-01 -2.566728e+00
1.250000e-02 8.500000e-01 -8.678048e-04 1.167175e-01 -2.603721e+00
0.000000e+00 8.500000e-01 0.000000e+00 0.000000e+00 -2.605187e+00
1.625000e-01 9.875000e-01 5.060117e+00 1.494989e-01 2.889521e-01
1.625000e-01 1.000000e+00 1.000000e+01 0.000000e+00 3.084418e-01
1.500000e-01 9.750000e-01 1.816958e+00 3.728390e-01 -4.057838e-02
1.375000e-01 9.625000e-01 2.045336e-01 5.964170e-01 -4.536125e-01
1.250000e-01 9.500000e-01 -4.266375e-01 7.925072e-01 -8.726956e-01
1.125000e-01 9.375000e-01 -5.890364e-01 9.296085e-01 -1.293600e+00
1.000000e-01 9.250000e-01 -5.468591e-01 1.003044e+00 -1.680685e+00
8.750000e-02 9.125000e-01 -4.291596e-01 1.004657e+00 -2.006641e+00
7.500000e-02 9.000000e-01 -2.934144e-01 9.358924e-01 -2.247491e+00
6.250000e-02 8.875000e-01 -1.703928e-01 8.063379e-01 -2.406193e+00
5.000000e-02 8.750000e-01 -7.824299e-02 6.361840e-01 -2.500615e+00
3.750000e-02 8.625000e-01 -2.270712e-02 4.501492e-01 -2.557138e+00
2.500000e-02 8.500000e-01 3.604468e-04 2.717610e-01 -2.599178e+00
1.250000e-02 8.375000e-01 3.567776e-03 1.190790e-01 -2.641250e+00
0.000000e+00 8.375000e-01 0.000000e+00 0.000000e+00 -2.643542e+00
1.750000e-01 9.875000e-01 5.232312e+00 1.417057e-01 4.676576e-01
1.750000e-01 1.000000e+00 1.000000e+01 0.000000e+00 4.858064e-01
1.625000e-01 9.750000e-01 2.037667e+00 3.571283e-01 1.953285e-01
1.500000e-01 9.625000e-01 4.086124e-01 5.811681e-01 -1.741755e-01
1.375000e-01 9.500000e-01 -2.579968e-01 7.871006e-01 -5.723186e-01
1.250000e-01 9.375000e-01 -4.573210e-01 9.434524e-01 -9.958193e-01
1.125000e-01 9.250000e-01 -4.520346e-01 1.044629e+00 -1.409521e+00
1.000000e-01 9.125000e-01 -3.694353e-01 1.080670e+00 -1.781787e+00
8.750000e-02 9.000000e-01 -2.623353e-01 1.049994e+00 -2.082242e+00
7.500000e-02 8.875000e-01 -1.580467e-01 9.563552e-01 -2.300123e+00
6.250000e-02 8.750000e-01 -7.347167e-02 8.131736e-01 -2.442809e+00
5.000000e-02 8.625000e-01 -1.783710e-02 6.393354e-01 -2.530570e+00
3.750000e-02 8.500000e-01 8.798016e-03 4.556738e-01 -2.587813e+00
2.500000e-02 8.375000e-01 1.321958e-02 2.804911e-01 -2.634359e+00
1.250000e-02 8.250000e-01 6.936794e-03 1.266969e-01 -2.680480e+00
0.000000e+00 8.250000e-01 0.000000e+00 0.000000e+00 -2.683504e+00
1.875000e-01 9.875000e-01 5.398815e+00 1.358849e-01 5.884874e-01
1.875000e-01 1.000000e+00 1.000000e+01 0.000000e+00 6.061880e-01
1.750000e-01 9.750000e-01 2.257639e+00 3.451735e-01 3.771954e-01
1.625000e-01 9.625000e-01 6.215840e-01 5.699306e-01 6.047273e-02
1.500000e-01 9.500000e-01 -7.188623e-02 7.845321e-01 -3.047792e-01
1.375000e-01 9.375000e-01 -3.021716e-01 9.582049e-01 -7.144185e-01
1.250000e-01 9.250000e-01 -3.289688e-01 1.084339e+00 -1.137000e+00
1.125000e-01 9.125000e-01 -2.783011e-01 1.152266e+00 -1.539181e+00
1.000000e-01 9.000000e-01 -1.999229e-01 1.157789e+00 -1.886811e+00
8.750000e-02 8.875000e-01 -1.174540e-01 1.100882e+00 -2.159777e+00
7.500000e-02 8.750000e-01 -4.628456e-02 9.892047e-01 -2.354050e+00
6.250000e-02 8.625000e-01 3.878930e-03 8.363372e-01 -2.481804e+00
5.000000e-02 8.500000e-01 2.930397e-02 6.593369e-01 -2.563644e+00
3.750000e-02 8.375000e-01 3.312371e-02 4.753384e-01 -2.621426e+00
2.500000e-02 8.250000e-01 2.323919e-02 2.984623e-01 -2.671602e+00
1.250000e-02 8.125000e-01 9.694982e-03 1.385096e-01 -2.721019e+00
0.000000e+00 8.125000e-01 0.000000e+00 0.000000e+00 -2.724637e+00
2.000000e-01 9.875000e-01 5.560489e+00 1.313725e-01 6.507452e-01
2.000000e-01 1.000000e+00 1.000000e+01 0.000000e+00 6.688880e-01
1.875000e-01 9.750000e-01 2.477190e+00 3.358290e-01 5.000277e-01
1.750000e-01 9.625000e-01 8.409714e-01 5.612310e-01 2.422072e-01
1.625000e-01 9.500000e-01 1.279468e-01 7.829120e-01 -7.875913e-02
1.500000e-01 9.375000e-01 -1.278335e-01 9.719195e-01 -4.615211e-01
1.375000e-01 9.250000e-01 -1.821885e-01 1.120368e+00 -8.763789e-01
1.250000e-01 9.125000e-01 -1.600688e-01 1.217533e+00 -1.291910e+00
1.125000e-01 9.000000e-01 -1.088360e-01 1.257486e+00 -1.672198e+00
1.000000e-01 8.875000e-01 -4.928542e-02 1.237309e+00 -1.991099e+00
8.750000e-02 8.750000e-01 5.421810e-03 1.160272e+00 -2.235354e+00
7.500000e-02 8.625000e-01 4.563273e-02 1.035064e+00 -2.407490e+00
6.250000e-02 8.500000e-01 6.615069e-02 8.747659e-01 -2.522009e+00
5.000000e-02 8.375000e-01 6.686570e-02 6.940193e-01 -2.598951e+00
3.750000e-02 8.250000e-01 5.259697e-02 5.067306e-01 -2.657326e+00
2.500000e-02 8.125000e-01 3.150187e-02 3.240443e-01 -2.710511e+00
1.250000e-02 8.000000e-01 1.207500e-02 1.538379e-01 -2.762680e+00
0.000000e+00 8.000000e-01 0.000000e+00 0.000000e+00 -2.766805e+00
2.125000e-01 9.875000e-01 5.717397e+00 1.273548e-01 6.526173e-01
2.125000e-01 1.000000e+00 1.000000e+01 0.000000e+00 6.712050e-01
2.000000e-01 9.750000e-01 2.695664e+00 3.278708e-01 5.625778e-01
1.875000e-01 9.625000e-01 1.065134e+00 5.536292e-01 3.652934e-01
1.750000e-01 9.500000e-01 3.379793e-01 7.811822e-01 9.690475e-02
1.625000e-01 9.375000e-01 6.172536e-02 9.829787e-01 -2.474703e-01
1.500000e-01 9.250000e-01 -1.598976e-02 1.151152e+00 -6.405854e-01
1.375000e-01 9.125000e-01 -1.894118e-02 1.274694e+00 -1.053574e+00
1.250000e-01 9.000000e-01 7.359515e-03 1.346860e+00 -1.451097e+00
1.125000e-01 8.875000e-01 4.449022e-02 1.362657e+00 -1.803762e+00
1.000000e-01 8.750000e-01 8.127838e-02 1.321959e+00 -2.091491e+00
8.750000e-02 8.625000e-01 1.089744e-01 1.229364e+00 -2.308008e+00
7.500000e-02 8.500000e-01 1.216002e-01 1.093870e+00 -2.459996e+00
6.250000e-02 8.375000e-01 1.170901e-01 9.271101e-01 -2.563212e+00
5.000000e-02 8.250000e-01 9.764202e-02 7.414251e-01 -2.636222e+00
3.750000e-02 8.125000e-01 6.887444e-02 5.480663e-01 -2.695167e+00
2.500000e-02 8.000000e-01 3.864291e-02 3.561048e-01 -2.750829e+00
1.250000e-02 7.875000e-01 1.422300e-02 1.722602e-01 -2.805275e+00
0.000000e+00 7.875000e-01 0.000000e+00 0.000000e+00 -2.809824e+00
2.250000e-01 9.875000e-01 5.871036e+00 1.234777e-01 5.920077e-01
2.250000e-01 1.000000e+00 1.000000e+01 0.000000e+00 6.099593e-01
2.125000e-01 9.750000e-01 2.912081e+00 3.206124e-01 5.642416e-01
2.000000e-01 9.625000e-01 1.292256e+00 5.462761e-01 4.278737e-01
1.875000e-01 9.500000e-01 5.554793e-01 7.785190e-01 2.158289e-01
1.750000e-01 9.375000e-01 2.629041e-01 9.905587e-01 -8.115071e-02
1.625000e-01 9.250000e-01 1.654951e-01 1.175517e+00 -4.408175e-01
1.500000e-01 9.125000e-01 1.408282e-01 1.322394e+00 -8.371811e-01
1.375000e-01 9.000000e-01 1.447802e-01 1.423999e+00 -1.236975e+00
1.250000e-01 8.875000e-01 1.608180e-01 1.474082e+00 -1.609663e+00
1.125000e-01 8.750000e-01 1.795854e-01 1.470054e+00 -1.930924e+00
1.000000e-01 8.625000e-01 1.934353e-01 1.413131e+00 -2.187321e+00
8.750000e-02 8.500000e-01 1.963419e-01 1.308628e+00 -2.377799e+00
7.500000e-02 8.375000e-01 1.850184e-01 1.164872e+00 -2.511991e+00
6.250000e-02 8.250000e-01 1.596104e-01 9.919080e-01 -2.605602e+00
5.000000e-02 8.125000e-01 1.236617e-01 7.998710e-01 -2.675379e+00
3.750000e-02 8.000000e-01 8.297576e-02 5.979700e-01 -2.734720e+00
2.500000e-02 7.875000e-01 4.504518e-02 3.938486e-01 -2.792330e+00
1.250000e-02 7.750000e-01 1.622063e-02 1.935025e-01 -2.848542e+00
0.000000e+00 7.750000e-01 0.000000e+00 0.000000e+00 -2.853431e+00
2.375000e-01 9.875000e-01 6.021596e+00 1.197984e-01 4.734545e-01
2.375000e-01 1.000000e+00 1.000000e+01 0.000000e+00 4.905900e-01
2.250000e-01 9.750000e-01 3.126828e+00 3.138771e-01 5.048779e-01
2.125000e-01 9.625000e-01 1.520748e+00 5.388089e-01 4.293316e-01
2.000000e-01 9.500000e-01 7.777692e-01 7.740864e-01 2.754236e-01
1.875000e-01 9.375000e-01 4.723171e-01 9.941804e-01 3.093712e-02
1.750000e-01 9.250000e-01 3.584954e-01 1.192839e+00 -2.862037e-01
1.625000e-01 9.125000e-01 3.151888e-01 1.359749e+00 -6.542805e-01
1.500000e-01 9.000000e-01 2.993895e-01 1.487583e+00 -1.042701e+00
1.375000e-01 8.875000e-01 2.961218e-01 1.569387e+00 -1.421652e+00
1.250000e-01 8.750000e-01 2.975669e-01 1.600966e+00 -1.764490e+00
1.125000e-01 8.625000e-01 2.972489e-01 1.580948e+00 -2.052886e+00
1.000000e-01 8.500000e-01 2.895109e-01 1.511470e+00 -2.278918e+00
8.750000e-02 8.375000e-01 2.704052e-01 1.397717e+00 -2.445628e+00
7.500000e-02 8.250000e-01 2.386552e-01 1.247011e+00 -2.564153e+00
6.250000e-02 8.125000e-01 1.958547e-01 1.067659e+00 -2.649498e+00
5.000000e-02 8.000000e-01 1.462165e-01 8.678919e-01 -2.716365e+00
3.750000e-02 7.875000e-01 9.552374e-02 6.553573e-01 -2.775763e+00
2.500000e-02 7.750000e-01 5.092078e-02 4.366852e-01 -2.834739e+00
1.250000e-02 7.625000e-01 1.810599e-02 2.173663e-01 -2.892124e+00
0.000000e+00 7.625000e-01 0.000000e+00 0.000000e+00 -2.897272e+00
2.500000e-01 9.875000e-01 6.168336e+00 1.163000e-01 3.031080e-01
2.500000e-01 1.000000e+00 1.000000e+01 0.000000e+00 3.203973e-01
2.375000e-01 9.750000e-01 3.339282e+00 3.071176e-01 3.878374e-01
2.250000e-01 9.625000e-01 1.749058e+00 5.309626e-01 3.700826e-01
2.125000e-01 9.500000e-01 1.002606e+00 7.674523e-01 2.745700e-01
2.000000e-01 9.375000e-01 6.868565e-01 9.933721e-01 8.518170e-02
1.875000e-01 9.250000e-01 5.595210e-01 1.202880e+00 -1.834725e-01
1.750000e-01 9.125000e-01 5.003643e-01 1.386417e+00 -5.142306e-01
1.625000e-01 9.000000e-01 4.673081e-01 1.536952e+00 -8.797933e-01
1.500000e-01 8.875000e-01 4.466442e-01 1.647249e+00 -1.252164e+00
1.375000e-01 8.750000e-01 4.319074e-01 1.712140e+00 -1.604201e+00
1.250000e-01 8.625000e-01 4.177287e-01 1.728497e+00 -1.914482e+00
1.125000e-01 8.500000e-01 3.990435e-01 1.695932e+00 -2.169954e+00
1.000000e-01 8.375000e-01 3.717494e-01 1.616825e+00 -2.367402e+00
8.750000e-02 8.250000e-01 3.335412e-01 1.495817e+00 -2.512570e+00
7.500000e-02 8.125000e-01 2.845329e-01 1.338949e+00 -2.617188e+00
6.250000e-02 8.000000e-01 2.272038e-01 1.152851e+00 -2.695125e+00
5.000000e-02 7.875000e-01 1.661054e-01 9.441802e-01 -2.759071e+00
3.750000e-02 7.750000e-01 1.068634e-01 7.193153e-01 -2.818029e+00
2.500000e-02 7.625000e-01 5.636773e-02 4.841297e-01 -2.877690e+00
1.250000e-02 7.500000e-01 1.988974e-02 2.436838e-01 -2.935558e+00
0.000000e+00 7.500000e-01 0.000000e+00 0.000000e+00 -2.940882e+00
2.625000e-01 9.875000e-01 6.311378e+00 1.127713e-01 8.434095e-02
2.625000e-01 1.000000e+00 1.000000e+01 0.000000e+00 1.023316e-01
2.500000e-01 9.750000e-01 3.548374e+00 2.999563e-01 2.176340e-01
2.375000e-01 9.625000e-01 1.975597e+00 5.221877e-01 2.529590e-01
2.250000e-01 9.500000e-01 1.227747e+00 7.584694e-01 2.136180e-01
2.125000e-01 9.375000e-01 9.039247e-01 9.879819e-01 8.015014e-02
2.000000e-01 9.250000e-01 7.654182e-01 1.205643e+00 -1.367314e-01
1.875000e-01 9.125000e-01 6.928964e-01 1.402495e+00 -4.238821e-01
1.750000e-01 9.000000e-01 6.448956e-01 1.572079e+00 -7.576180e-01
1.625000e-01 8.875000e-01 6.087254e-01 1.707209e+00 -1.112387e+00
1.500000e-01 8.750000e-01 5.790990e-01 1.802223e+00 -1.461848e+00
1.375000e-01 8.625000e-01 5.517165e-01 1.852899e+00 -1.783168e+00
1.250000e-01 8.500000e-01 5.221917e-01 1.857111e+00 -2.059692e+00
1.125000e-01 8.375000e-01 4.865690e-01 1.814892e+00 -2.283245e+00
1.000000e-01 8.250000e-01 4.420156e-01 1.728492e+00 -2.454042e+00
8.750000e-02 8.125000e-01 3.874666e-01 1.601677e+00 -2.579619e+00
7.500000e-02 8.000000e-01 3.239747e-01 1.439138e+00 -2.671634e+00
6.250000e-02 7.875000e-01 2.545221e-01 1.246003e+00 -2.742566e+00
5.000000e-02 7.750000e-01 1.837699e-01 1.027518e+00 -2.803309e+00
3.750000e-02 7.625000e-01 1.171510e-01 7.890206e-01 -2.861164e+00
2.500000e-02 7.500000e-01 6.141150e-02 5.357366e-01 -2.920721e+00
1.250000e-02 7.375000e-01 2.156576e-02 2.722893e-01 -2.978270e+00
0.000000e+00 7.375000e-01 0.000000e+00 0.000000e+00 -2.983684e+00
2.750000e-01 9.875000e-01 6.450531e+00 1.091172e-01 -1.783469e-01
2.750000e-01 1.000000e+00 1.000000e+01 0.000000e+00 -1.596077e-01
2.625000e-01 9.750000e-01 3.753654e+00 2.922232e-01 -1.733305e-03
2.500000e-01 9.625000e-01 2.199249e+00 5.119073e-01 8.227188e-02
2.375000e-01 9.500000e-01 1.451201e+00 7.470056e-01 9.511121e-02
2.250000e-01 9.375000e-01 1.121212e+00 9.781546e-01 1.635647e-02
2.125000e-01 9.250000e-01 9.734923e-01 1.201379e+00 -1.476788e-01
2.000000e-01 9.125000e-01 8.897395e-01 1.408411e+00 -3.875341e-01
1.875000e-01 9.000000e-01 8.288547e-01 1.593442e+00 -6.829793e-01
1.750000e-01 8.875000e-01 7.789540e-01 1.749568e+00 -1.011374e+00
1.625000e-01 8.750000e-01 7.357465e-01 1.870980e+00 -1.347952e+00
1.500000e-01 8.625000e-01 6.959234e-01 1.952840e+00 -1.669784e+00
1.375000e-01 8.500000e-01 6.558752e-01 1.991923e+00 -1.958102e+00
1.250000e-01 8.375000e-01 6.119549e-01 1.986644e+00 -2.200960e+00
1.125000e-01 8.250000e-01 5.611607e-01 1.937174e+00 -2.393957e+00
1.000000e-01 8.125000e-01 5.016812e-01 1.845283e+00 -2.540016e+00
8.750000e-02 8.000000e-01 4.333538e-01 1.713758e+00 -2.647586e+00
7.500000e-02 7.875000e-01 3.578169e-01 1.545970e+00 -2.727803e+00
6.250000e-02 7.750000e-01 2.782860e-01 1.345630e+00 -2.791765e+00
5.000000e-02 7.625000e-01 1.994036e-01 1.116735e+00 -2.848775e+00
3.750000e-02 7.500000e-01 1.264204e-01 8.636770e-01 -2.904716e+00
2.500000e-02 7.375000e-01 6.603231e-02 5.910580e-01 -2.963264e+00
1.250000e-02 7.250000e-01 2.311767e-02 3.030019e-01 -3.019578e+00
0.000000e+00 7.250000e-01 0.000000e+00 0.000000e+00 -3.024996e+00
2.875000e-01 9.875000e-01 6.585474e+00 1.052883e-01 -4.787636e-01
2.875000e-01 1.000000e+00 1.000000e+01 0.000000e+00 -4.592757e-01
2.750000e-01 9.750000e-01 3.954425e+00 2.839033e-01 -2.649583e-01
2.625000e-01 9.625000e-01 2.419083e+00 5.001352e-01 -1.374397e-01
2.500000e-01 9.500000e-01 1.671521e+00 7.329887e-01 -7.669715e-02
2.375000e-01 9.375000e-01 1.336708e+00 9.641567e-01 -1.038789e-01
2.250000e-01 9.250000e-01 1.181437e+00 1.190535e+00 -2.159331e-01
2.125000e-01 9.125000e-01 1.088263e+00 1.404836e+00 -4.070406e-01
2.000000e-01 9.000000e-01 1.016320e+00 1.601894e+00 -6.601723e-01
1.875000e-01 8.875000e-01 9.543012e-01 1.775206e+00 -9.557211e-01
1.750000e-01 8.750000e-01 8.987628e-01 1.919068e+00 -1.271021e+00
1.625000e-01 8.625000e-01 8.472861e-01 2.028369e+00 -1.583939e+00
1.500000e-01 8.500000e-01 7.970478e-01 2.099204e+00 -1.874897e+00
1.375000e-01 8.375000e-01 7.449076e-01 2.128993e+00 -2.129322e+00
1.250000e-01 8.250000e-01 6.879094e-01 2.116491e+00 -2.339235e+00
1.125000e-01 8.125000e-01 6.238484e-01 2.061680e+00 -2.503279e+00
1.000000e-01 8.000000e-01 5.517170e-01 1.965732e+00 -2.626278e+00
8.750000e-02 7.875000e-01 4.719543e-01 1.830400e+00 -2.716983e+00
7.500000e-02 7.750000e-01 3.865227e-01 1.657776e+00 -2.785799e+00
6.250000e-02 7.625000e-01 2.986998e-01 1.450257e+00 -2.842501e+00
5.000000e-02 7.500000e-01 2.130395e-01 1.210667e+00 -2.895046e+00
3.750000e-02 7.375000e-01 1.346297e-01 9.424773e-01 -2.948123e+00
2.500000e-02 7.250000e-01 7.018310e-02 6.496177e-01 -3.004643e+00
1.250000e-02 7.125000e-01 2.452292e-02 3.356136e-01 -3.058700e+00
0.000000e+00 7.125000e-01 0.000000e+00 0.000000e+00 -3.064032e+00
3.000000e-01 9.875000e-01 6.715923e+00 1.012612e-01 -8.108087e-01
3.000000e-01 1.000000e+00 1.000000e+01 0.000000e+00 -7.905866e-01
2.875000e-01 9.750000e-01 4.150055e+00 2.749753e-01 -5.658828e-01
2.750000e-01 9.625000e-01 2.634117e+00 4.869869e-01 -4.006396e-01
2.625000e-01 9.500000e-01 1.887545e+00 7.165327e-01 -2.969779e-01
2.500000e-01 9.375000e-01 1.548748e+00 9.462396e-01 -2.767531e-01
2.375000e-01 9.250000e-01 1.387287e+00 1.173672e+00 -3.393540e-01
2.250000e-01 9.125000e-01 1.286240e+00 1.392596e+00 -4.821082e-01
2.125000e-01 9.000000e-01 1.204833e+00 1.598522e+00 -6.910650e-01
2.000000e-01 8.875000e-01 1.132155e+00 1.785396e+00 -9.495549e-01
1.875000e-01 8.750000e-01 1.065455e+00 1.947776e+00 -1.237253e+00
1.750000e-01 8.625000e-01 1.003107e+00 2.080519e+00 -1.533437e+00
1.625000e-01 8.500000e-01 9.430343e-01 2.179377e+00 -1.818621e+00
1.500000e-01 8.375000e-01 8.826838e-01 2.241095e+00 -2.076861e+00
1.375000e-01 8.250000e-01 8.193864e-01 2.263591e+00 -2.297380e+00
1.250000e-01 8.125000e-01 7.508105e-01 2.245704e+00 -2.475436e+00
1.125000e-01 8.000000e-01 6.754166e-01 2.187084e+00 -2.612155e+00
